"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"2340",1884,"LACM-M-IP","24241.28",NA,"Southern California Bight","Los Angeles","Coastal","LA","Los Angeles: Downtown","Los Angeles",NA,34.05,-118.25,"Pleistocene","6th Terrace",NA,NA,NA,NA,13.46,6.3629,17.6,10.19,13.39,0.58,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2341",1885,"LACM-M-IP","24241.28",NA,"Southern California Bight","Los Angeles","Coastal","LA","Los Angeles: Downtown","Los Angeles",NA,34.05,-118.25,"Pleistocene","6th Terrace",NA,NA,NA,NA,13.46,6.3629,18.07,10.92,14.05,0.6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2342",1886,"LACM-M-IP","16814.48",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.64,-117.88,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,25.58,12.29,17.73,0.48,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2343",1887,"LACM-M-IP","16814.48",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.64,-117.88,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,24.75,12.68,17.72,0.51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2344",1888,"LACM-M-IP","16814.48",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.64,-117.88,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,26.8,13.99,19.36,0.52,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2345",1889,"LACM-M-IP","16814.48",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.64,-117.88,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,20.89,11.92,15.78,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2346",1890,"LACM-M-IP","16814.48",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.64,-117.88,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,21.05,12.64,16.31,0.6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2347",1891,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,13.18,7.17,9.72,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2348",1892,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,13.73,7.77,10.33,0.57,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2349",1893,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,16.82,9.69,12.77,0.58,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2350",1894,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,14.86,8.69,11.36,0.59,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2351",1895,"LACM-M-IP","17104.5",NA,"Southern California Bight","Orange","Coastal","SLA","Newport","Los Angeles",NA,33.61,-117.87,"Pleistocene","Palos Verdes Sand",NA,NA,NA,NA,13.62,6.2765,13.49,8.37,10.63,0.62,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2352",1896,"LACM-M-IP","10032.43",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,24.31,11.9,17.01,0.49,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2353",1897,"LACM-M-IP","10032.43",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,17.19,9.69,12.91,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2354",1898,"LACM-M-IP","10032.43",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,22.81,12.94,17.18,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2355",1899,"LACM-M-IP","10032.43",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,24.79,14.49,18.95,0.59,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2356",1900,"LACM-M-IP","10035.15",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,18.92,8.97,13.03,0.47,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2357",1901,"LACM-M-IP","10035.15",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,18.76,10.04,13.72,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2358",1902,"LACM-M-IP","10035.15",NA,"Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.49,-117.71,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.73,6.7784,16.14,9.07,12.1,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2359",1903,"LACM-M-IP","30145.1",NA,"Southern California Bight","San Diego","Coastal","SD","San Diego: Tourmaline ","San Diego",NA,32.81,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.27,8.2142,21.22,11.9,15.89,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2360",1904,"LACM-M-IP","30145.1",NA,"Southern California Bight","San Diego","Coastal","SD","San Diego: Tourmaline ","San Diego",NA,32.81,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.27,8.2142,22.9,12.88,17.17,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2361",1905,"LACM-M-IP","30145.1",NA,"Southern California Bight","San Diego","Coastal","SD","San Diego: Tourmaline ","San Diego",NA,32.81,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.27,8.2142,24.6,13.97,18.54,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2362",1906,"LACM-M-IP","30145.1",NA,"Southern California Bight","San Diego","Coastal","SD","San Diego: Tourmaline ","San Diego",NA,32.81,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.27,8.2142,16.22,9.96,12.71,0.61,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2363",1907,"LACM-M-IP","2656.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.37,7.6963,16.18,8.78,11.92,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2364",1908,"LACM-M-IP","2656.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.37,7.6963,24.42,13.61,18.23,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2365",1909,"LACM-M-IP","2656.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.37,7.6963,18,10.16,13.52,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2366",1910,"LACM-M-IP","2656.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Nestor Terrace",NA,NA,NA,NA,14.37,7.6963,15.58,9.01,11.85,0.58,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2367",1911,"LACM-M-IP","7235.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,21.52,11,15.39,0.51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2368",1912,"LACM-M-IP","7235.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,16.08,8.26,11.52,0.51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2369",1913,"LACM-M-IP","7235.1",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.71,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,26.54,15.68,20.4,0.59,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2370",1914,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,21.48,11.43,15.67,0.53,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2371",1915,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,22.27,12.02,16.36,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2372",1916,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,22.95,12.72,17.09,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2373",1917,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,24.1,13.36,17.94,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2374",1918,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,19.97,11.21,14.96,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2375",1919,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,11.81,5.61,8.14,0.48,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2376",1920,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,11.9,5.75,8.27,0.48,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2377",1921,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,29.24,14.73,20.75,0.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2378",1922,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,25.55,12.93,18.18,0.51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2379",1923,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,15.1,8.2,11.13,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2380",1924,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,14.56,8.06,10.83,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2381",1925,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,9.12,5.05,6.79,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2382",1926,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,11.01,6.19,8.26,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2383",1927,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,18.49,10.01,13.6,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2384",1928,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,14.48,8.22,10.91,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2385",1929,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,18,10.27,13.6,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2386",1930,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.92,8.13,10.64,0.58,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2387",1931,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,17.67,10.5,13.62,0.59,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2388",1932,"LACM-M-IP","22716.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.67,7.41,10.06,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2389",1933,"LACM-M-IP","22716.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,12.49,6.87,9.26,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2390",1934,"LACM-M-IP","22716.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.52,7.54,10.1,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2391",1935,"LACM-M-IP","22716.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.72,7.7,10.28,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2392",1936,"LACM-M-IP","22716.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.67,7.77,10.31,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2393",1937,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,19.86,10.09,14.16,0.51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2394",1938,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,20.64,11.05,15.1,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2395",1939,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,18.58,10.07,13.68,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2396",1940,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,15.86,8.99,11.94,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2397",1941,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,14.05,8.03,10.62,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2398",1942,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,11.29,5.97,8.21,0.53,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2399",1943,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,19.06,10.11,13.88,0.53,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2400",1944,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,17.51,9.49,12.89,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2401",1945,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,9.3,5.06,6.86,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2402",1946,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,18.12,10.02,13.47,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2403",1947,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,7.97,4.41,5.93,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2404",1948,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,20.01,11.17,14.95,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2405",1949,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,13.1,7.33,9.8,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"2406",1950,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,24.99,14.17,18.82,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
